Pos,GSM1545164,GSM1545165,GSM1545166,GSM1545167,GSM1471896,GSM1471897,GSM1471898,GSM1471900,GSM1471901,GSM1471903,GSM1471905,GSM1471907,GSM1471908,GSM1471909,GSM1471910,GSM1471911,GSM1471912,GSM1471904,GSM1471902,GSM1471906,GSM1471899
355,0.3483412322274881,0.16677609980302036,0.05624404194470925,0.04946996466431095,0.0819234194122885,0.08706677937447169,0.1955040871934605,0.3748031496062992,0.3438861458030787,0.2348367029548989,0.1814310051107325,0.008888888888888889,0.3429926238145416,0.4041305456399796,0.3570478723404255,0.12093862815884475,0.16216216216216214,0.1662921348314607,0.16794478527607362,0.010727969348659005,0.2768768768768769
363,0.3281990521327014,0.17511082963901206,0.08563273073263558,0.08476517754868271,0.14149305555555555,0.11973575557390588,0.20844327176781,0.3129890453834116,0.2899768250289687,0.209214501510574,0.09794238683127572,0.024034959941733432,0.3158356741573033,0.3748725790010194,0.4032974001268231,0.10954063604240284,0.16486486486486487,0.07953723788864786,0.15571955719557196,0.030165912518853692,0.25883762732174953
379,0.011494252873563218,0.0,0.0,0.0,0.017094017094017096,0.0,0.0,0.0,0.005830903790087464,0.07027027027027027,0.08333333333333333,0.0,0.02676864244741874,0.01858736059479554,0.0075187969924812035,0.0,0.0,0.06296296296296296,0.0,0.0,0.0
465,0.0449438202247191,0.025943396226415096,0.03125,0.010869565217391304,0.0220125786163522,0.037037037037037035,0.08203991130820401,0.07556675062972293,0.05683453237410072,0.08875739644970414,0.19230769230769232,0.0,,0.0,0.012,1.0,0.7203389830508474,0.15625,0.0440251572327044,0.013392857142857142,0.06806282722513089
508,0.027932960893854747,0.006993006993006993,0.015625,0.0,0.009375,0.01715686274509804,0.039647577092511016,0.02141057934508816,0.019424460431654675,0.02359882005899705,0.08974358974358974,0.0,,0.028571428571428567,0.007843137254901959,0.7666666666666667,0.6861924686192469,0.04615384615384616,0.012578616352201259,0.008849557522123894,0.01818181818181818
517,0.07262569832402235,0.04195804195804196,0.0234375,0.0,0.01875,0.0196078431372549,0.06167400881057269,0.0491183879093199,0.06911447084233263,0.09144542772861357,0.1987179487179487,0.004651162790697674,,0.028571428571428567,0.035294117647058816,0.935483870967742,0.7166666666666667,0.15384615384615385,0.05660377358490566,0.008849557522123894,0.05426356589147287
618,0.031914893617021274,0.004291845493562232,0.040268456375838924,0.01834862385321101,0.051428571428571435,0.02850356294536817,0.05183585313174946,0.030226700251889168,0.02869440459110473,0.02921348314606742,0.06910569105691057,0.002347417840375587,0.14285714285714285,0.075,0.0034129692832764505,0.8055555555555556,0.6970954356846473,0.015748031496062992,0.017543859649122806,0.008620689655172414,0.0275
631,0.09042553191489362,0.023454157782515996,0.03355704697986577,0.027522935779816515,0.037037037037037035,0.023752969121140145,0.045064377682403435,0.05131414267834793,0.04857142857142857,0.060402684563758385,0.13360323886639675,0.0023148148148148147,0.0,0.07317073170731707,0.006825938566552901,0.7777777777777778,0.6913580246913579,0.06274509803921569,0.05847953216374269,0.004310344827586207,0.034739454094292806
637,0.058510638297872335,0.019230769230769232,0.040268456375838924,0.037037037037037035,0.04558404558404559,0.023752969121140145,0.03870967741935484,0.03629536921151439,0.02642857142857143,0.053691275167785234,0.04838709677419355,0.006944444444444444,0.14285714285714285,0.04878048780487805,0.020477815699658702,0.75,0.6954732510288066,0.031372549019607836,0.017543859649122806,0.01293103448275862,0.037220843672456566
639,0.03723404255319149,0.006382978723404255,0.03355704697986577,0.01834862385321101,0.025714285714285717,0.014251781472684088,0.055793991416309016,0.026282853566958697,0.01641684511063526,0.03803131991051454,0.05645161290322581,0.0,0.14285714285714285,0.07317073170731707,0.010238907849829351,0.7777777777777778,0.6707818930041153,0.023529411764705882,0.011764705882352941,0.004310344827586207,0.02729528535980149
642,0.0797872340425532,0.012738853503184714,0.020134228187919462,0.027522935779816515,0.042735042735042736,0.02850356294536817,0.030042918454935626,0.028785982478097626,0.03423680456490728,0.040268456375838924,0.1129032258064516,0.0,0.0,0.12195121951219512,0.010204081632653059,0.7777777777777778,0.6844262295081968,0.06274509803921569,0.011695906432748536,0.017241379310344827,0.01985111662531017
660,0.0855614973262032,0.06369426751592358,0.07333333333333332,0.03636363636363636,0.07407407407407407,0.0380952380952381,0.07096774193548387,0.06390977443609022,0.06852248394004283,0.07829977628635347,0.18548387096774194,0.002320185614849188,0.14285714285714285,0.07317073170731707,0.054421768707482984,0.75,0.7090163934426229,0.12941176470588234,0.07602339181286549,0.017241379310344827,0.05459057071960298
673,0.1998704243602203,0.10087237006084597,0.06416978776529339,0.07495961227786753,0.10743464052287582,0.08595717884130982,0.11376224968044313,0.14044042584220506,0.17461136554215312,0.11504253673627225,0.09235093354748043,0.018938747653983963,0.2201423097974822,0.19727427597955707,0.2997542997542997,0.1104502973661852,0.16390816871329414,0.07872174590802808,0.07028252528775722,0.028484231943031537,0.12142377434519812
685,0.31724581724581724,0.18032311816271826,0.05381387311774871,0.06521739130434782,0.09768480909829406,0.09254619480112747,0.15031667839549612,0.2543923333817337,0.3087093254604968,0.21152737752161385,0.20623501199040767,0.014120449132357944,0.3206040048145311,0.29856948228882835,0.3407226778984704,0.11976301311891666,0.16586836970019514,0.1846272692159135,0.1869467106405138,0.01821555068308315,0.1903566710700132
701,0.16897328612809784,0.0755906653138136,0.055116164112703904,0.06078055022392834,0.08252032520325203,0.06718872357086922,0.1040405462480642,0.12004069175991862,0.1533718689788054,0.08977316416762783,0.06754596322941647,0.013272077590607452,0.18888584724883656,0.1766389532506474,0.2762689225289404,0.10372565622353937,0.1556068133427963,0.048511789717819866,0.052466990965948576,0.019402733254597602,0.10533967750462596
703,0.15201288244766506,0.05500725689404935,0.037815126050420166,0.04865556978233035,0.05532953620829943,0.052656323460272686,0.09553332393969284,0.11673944687045125,0.1391388174807198,0.08450433108758422,0.035442531037244686,0.008358921869669056,0.17718952099090213,0.1578049279912634,0.2659835152595233,0.08142493638676845,0.13750222064309825,0.02325581395348837,0.04523312456506611,0.013860716700473293,0.10382730764137199
710,0.1645119586296057,0.06213535589264878,0.055776892430278883,0.07023733162283513,0.07444421782582092,0.06448568732305758,0.09773691654879774,0.1257396449704142,0.1481675392670157,0.0878039367039753,0.037773759292746636,0.015368852459016391,0.18233697157737272,0.15973228455116262,0.2721348314606741,0.09639065817409767,0.1482537419814683,0.0229126213592233,0.05126416739319965,0.022007787370915858,0.11308174423256435
717,0.21886063727067911,0.10639843125862444,0.05661310259579728,0.07072,0.08606307222787385,0.07207771858351614,0.11698379140239605,0.1613420860685631,0.20280349794238686,0.1346930921685588,0.08978204359128174,0.018395503321410326,0.23346495557749256,0.21247097391066794,0.29991067440821795,0.1016949152542373,0.1531083481349911,0.0643976020112164,0.09316878150530157,0.023459915611814347,0.1320280460378357
730,0.1463963963963964,0.05528407847713514,0.05252725470763132,0.0624,0.07448107448107448,0.061019607843137265,0.09207557811618726,0.11568311612241908,0.1220472440944882,0.08003078106964218,0.0352,0.014495225102319237,0.17624986204613174,0.15724697469746976,0.26258992805755393,0.08535031847133757,0.1425013342821562,0.023215322112594312,0.041637630662020905,0.020597670099611682,0.09921843952841436
737,0.15004840271055178,0.05877628504672897,0.041314086610253854,0.05607177186799103,0.06653102746693794,0.05155611442942471,0.09058840129815154,0.12832573864471555,0.15018409663458432,0.09111924484685033,0.03787575150300601,0.012813941568426449,0.17173514204703394,0.14740787008119924,0.2541512915129152,0.08375850340136054,0.14374777342358389,0.02430015552099533,0.05363984674329502,0.016243654822335026,0.10023898035050452
741,0.1892500804634696,0.08822674418604651,0.039782554978996784,0.04610951008645533,0.06929485876854298,0.059783461478110776,0.10380281690140844,0.15021084775338084,0.18064308681672026,0.12089179319623294,0.0627874425114977,0.00834326579261025,0.21365832235397453,0.1844965479526967,0.27416481069042314,0.09021601016518424,0.1502664298401421,0.05299806576402321,0.07347576862949452,0.010295358649789027,0.12822207534699273
750,0.17389906782385084,0.06764407025693134,0.027915019762845848,0.04321382842509603,0.06630058979052267,0.04847819265767179,0.09063997744572877,0.14030241349229428,0.17231402301806725,0.10788461538461537,0.08663465386154462,0.00749063670411985,0.1984653329679364,0.1847098976109215,0.2485009993337775,0.07757524374735057,0.13374777975133215,0.06576402321083173,0.06822916666666666,0.008265856950067476,0.09993390614672837
761,0.08807457409193185,0.03727385017801352,0.033655035882207376,0.0448,0.06059373729158194,0.04254317111459969,0.07098591549295774,0.08784176847004073,0.09233539094650206,0.05698883326915673,0.039254956939715605,0.008683807253533118,0.1287762697022767,0.10527033476511898,0.19688542825361516,0.0711864406779661,0.1385980479148181,0.026509287925696595,0.028824448689008512,0.010126582278481013,0.07212811011116993
769,0.17448586118251927,0.06742143842078525,0.0410484668644906,0.04251918158567775,0.055871596911824466,0.04596078431372549,0.0949367088607595,0.13524530499344886,0.16488951695786228,0.10240153698366956,0.07541508301660332,0.008333333333333333,0.1927117531188444,0.18262942779291552,0.2366190900981267,0.0863674851820491,0.1401454674472237,0.0571870170015456,0.07151536191633398,0.011300387923764548,0.10331615801294756
786,0.167362672663026,0.06758520667150109,0.04698318496538082,0.05214331413947537,0.07654822335025381,0.05298636149866751,0.09257175014068657,0.11065930874237584,0.15284657446124156,0.0776176753121998,0.04535464535464536,0.009185235584283042,0.18042026923497867,0.1715044971381848,0.26651785714285714,0.0855207451312447,0.13657325292656972,0.026463202627004058,0.04912341607359833,0.01517706576728499,0.09394820295983086
826,0.2852373887240356,0.16937549480743258,0.06119882632387873,0.06033070162371518,0.08987730061349693,0.08933086128434181,0.13726197345643393,0.2561016104931097,0.2567162883555401,0.2005347593582888,0.17485955056179775,0.02133859748072946,0.3108320251177394,0.33932635411925355,0.26879681425997914,0.09800664451827244,0.11051076403545801,0.1648720458677108,0.174530549995234,0.026164311878597597,0.16976066277999385
831,0.23880873103958564,0.12076712836429332,0.045385360453853614,0.047802850356294536,0.06855864103346558,0.07743938249853176,0.12531472555931228,0.218677494199536,0.21750972762645915,0.1558231072007409,0.13107407926060774,0.016594787174198388,0.25754716981132075,0.27351400592120245,0.2225466189489546,0.09073679222932954,0.10400875863230588,0.11982145348026225,0.12638095238095234,0.01830663615560641,0.14166476970938616
834,0.14246119733924612,0.0583799787204515,0.05014544950824214,0.0458593054318789,0.06464071551986991,0.05591884641180416,0.07739292900258694,0.13270299411130462,0.12124881086223298,0.08320796204143037,0.034719305613887724,0.01630282020050595,0.17781966698083568,0.18229403732362312,0.1799679638179591,0.07561033420241764,0.09126115507661224,0.02579835448333566,0.056522980302597774,0.019428571428571427,0.09090909090909093
842,0.16235685260435906,0.07309752493535279,0.050587422252937116,0.05603320486214053,0.07891529555149299,0.07364276139410188,0.0978674517125009,0.1527375134597863,0.14655954386419592,0.09876257661616747,0.05496503496503497,0.01948112765758172,0.18698931489629164,0.19817974971558588,0.19926719278466745,0.0858765081618169,0.1027345393352966,0.042594654788418715,0.0685426371328073,0.0211882010801828,0.10166022287923583
844,0.14721093461396378,0.0579134531011869,0.03815316560685651,0.04283385208240701,0.06073532398943734,0.05923257372654155,0.08553576558460213,0.1307373653686827,0.12182894679977528,0.08107795512375665,0.04546726357022944,0.013861571602510071,0.16687617850408548,0.1837013430457546,0.1810749859049051,0.07428436243198486,0.09065656565656566,0.034117810889848214,0.049624489019868816,0.014959484728859341,0.0871938736826143
846,0.15441448097524935,0.062246028814185436,0.044398340248962664,0.04528582034149963,0.0565826899634295,0.053297578144640916,0.07755277897457992,0.13228959575878066,0.13204856760143455,0.08905852417302802,0.04350867375489648,0.013770491803278691,0.17839195979899494,0.1859353664087392,0.18818113491168734,0.07546723444523303,0.08850748780077403,0.032576917722400116,0.05418766042399468,0.01838961038961039,0.08755969979531499
865,0.20576283708902848,0.09729405245659402,0.05501797069394526,0.056024899955535785,0.08024377856780092,0.07531836461126007,0.1040275683825113,0.16858491347188873,0.1775301282881949,0.12050422111715045,0.08055944055944056,0.020339300777954827,0.2231638418079096,0.2364050056882821,0.23282908954242226,0.09131771942275846,0.10922248401211714,0.062221603563474386,0.08606752258678077,0.02253842958039053,0.11075733454628156
867,0.12014068863383932,0.05385149201943095,0.039074407648607465,0.044483985765124565,0.053754699725637636,0.051232601039745085,0.07371219196781377,0.1290295710120783,0.10925209682325844,0.07822263364961815,0.034559955225968934,0.015270751358441071,0.15309651053127948,0.1612388977453883,0.17835652500940202,0.0712594696969697,0.08714321798433948,0.02381947346427079,0.05316720563058778,0.01901693858464096,0.08618331053351573
891,0.12517275419545906,0.052286657237152284,0.05172923440733077,0.05018083182640145,0.06823553591614429,0.06433542692242404,0.08875136512559155,0.13083864118895966,0.10595580309019044,0.06989813839128907,0.023684583746986242,0.018914551848683587,0.16388687454677306,0.1790139731083575,0.2134708205353225,0.08465991316931983,0.09939862542955326,0.018956005092658084,0.04648253296121644,0.0192489744398864,0.09134054306387614
895,0.16995858553679516,0.10062079668908433,0.05148579514531403,0.06646649379009144,0.08887534818941505,0.07899919760741117,0.1213659147869674,0.16574018126888218,0.1650881949089885,0.13303437967115098,0.10023284177846767,0.020909234912086173,0.1898406374501992,0.2116375727348296,0.2429587903943077,0.1021637296453268,0.11147256560399046,0.08328082335643773,0.09317206398751464,0.024392463820879225,0.12796569136058658
909,0.0944575870226428,0.04267489557069205,0.043693797555914224,0.05495867768595041,0.06888653981677237,0.05014771048744461,0.08445688120071229,0.1077888978678436,0.08593103944198756,0.06681447143001107,0.029037703995498033,0.014190651807905075,0.13760683760683762,0.13884917798427449,0.17992254989574025,0.08348581884720951,0.09179241810820757,0.01963698121218554,0.0377134724857685,0.016720257234726688,0.08839123761685504
925,0.14886786076377154,0.07055768796568074,0.03678081402052347,0.04779614325068871,0.059460887949260036,0.05038416075650119,0.07906444642176179,0.13912179367741134,0.13921547477798152,0.09836726466438217,0.0686550365785031,0.011303511303511305,0.17642033319094405,0.184172918899607,0.2077312676895576,0.08323805168076835,0.08767022451232978,0.05519583908289991,0.06262354708626552,0.012036016170525542,0.0936366173597544
932,0.17644076390062532,0.10173958882445967,0.05189114391143911,0.06380046851315971,0.07418502202643172,0.06624815361890694,0.10739705134722928,0.16636584303230226,0.17150870128002302,0.1185006045949214,0.07179833445869907,0.01883918550585217,0.20449197860962567,0.20629808552513867,0.2505402787092928,0.10336153670249257,0.1105549830708082,0.05562632696390658,0.08640999288481302,0.01855764813964171,0.12323796231681787
954,0.2354233564306236,0.1428517654144395,0.04244521337946944,0.053596031964728584,0.08193110739141926,0.07178729689807976,0.11700031776294885,0.2163118366333561,0.22463585686027693,0.16083845611206288,0.15856403331082602,0.014830848164181497,0.2552328064929517,0.261211363230302,0.27387159243259346,0.09883321894303362,0.0981373776043584,0.13597282666383612,0.1340132827324478,0.014056040422599907,0.1401660503732645
967,0.1620398310199155,0.10725063208547428,0.03632148377125193,0.04053676265026559,0.06615384615384616,0.05814343163538874,0.09036048912180404,0.13191943444044285,0.14428581781288502,0.13910285455369278,0.1159457384182237,0.014597119501751656,0.19609116291149925,0.19183998181611547,0.21502153961416,0.07168079096045198,0.08131270903010034,0.09281045751633987,0.09803502776591198,0.017393171569680052,0.1084843708957184
973,0.14773103676714144,0.07128009700329119,0.03494080277216286,0.042534722222222224,0.0656264341441028,0.05054214760405736,0.08823529411764706,0.11915334517465954,0.12582065343322776,0.10699202252463633,0.07207688200747464,0.014001623376623376,0.172166621585069,0.16315383245265094,0.20353443022547227,0.06607604282022887,0.06826017007584463,0.05381043430756624,0.06941045606229143,0.016236654804270462,0.10427187116145764
989,0.1248767663489977,0.05882352941176471,0.03524355300859599,0.0455988455988456,0.04624542124542125,0.0464466561899773,0.10213894876471563,0.10519346770634104,0.11401553009917735,0.09831460674157304,0.04982680522248868,0.011333738109694394,0.14738116049216698,0.14986713906111604,0.18887765419615773,0.06369661266568483,0.06555122622049049,0.0335149863760218,0.06212558242733525,0.013501549358123064,0.08654891304347828
1004,0.1421988150098749,0.07375776397515528,0.04711289859235852,0.04782608695652174,0.07155963302752294,0.060367454068241476,0.0984015984015984,0.11051930758988016,0.11524220919469301,0.10049191848208013,0.05045381740523225,0.016659894351889474,0.1706938444924406,0.1695750237416904,0.21291768541157294,0.07363770250368189,0.069179498965755,0.038493038493038485,0.06617810348656451,0.021739130434782608,0.09766050054406963
1006,0.116600790513834,0.06592458365691604,0.04484047139982754,0.04921829762594094,0.07711728253385358,0.06639803784162579,0.09676882078614256,0.10808409831211134,0.0989861465830818,0.0947467166979362,0.03390282968499733,0.018096787311915413,0.1570493352230546,0.1558881168715482,0.20807833537331705,0.056312108943687884,0.06551724137931035,0.023484434735117424,0.058209286825149975,0.020417221482467825,0.09276665304454433
1022,0.1160092807424594,0.06875383670963782,0.04216341959872056,0.05560407569141194,0.06812933025404158,0.05921866713805904,0.08919872333277339,0.09570459683496607,0.09835552075176196,0.08895705521472393,0.03151090762186911,0.01744663382594417,0.15311135371179038,0.14457758776419585,0.1854652383952951,0.03939056112969157,0.027215631542219117,0.019570011025358325,0.059153036074389424,0.019923886277143497,0.08193566125927962
1025,0.1372093023255814,0.06631346578366445,0.033060269163253365,0.042857142857142864,0.07232267037552156,0.06619469026548673,0.0985512129380054,0.10846998646005716,0.11991853998590116,0.10961174242424243,0.09218707758853743,0.013187718936740159,0.1672692543829729,0.1563855421686747,0.20197562000840688,0.06226696495152871,0.06722689075630252,0.06935617573915448,0.06765565295572039,0.01526032315978456,0.08845411959217415
1041,0.13684559310801855,0.07648501839845802,0.03324584426946632,0.04352872896111434,0.07104959630911188,0.0580168776371308,0.09354568315171836,0.12319277108433735,0.12592824200734776,0.11848005664385178,0.08104469574582661,0.012689316414244782,0.17251845209353658,0.1641337386018237,0.21702215779664527,0.06919642857142858,0.07339867791201278,0.062311281910513314,0.08480644439471917,0.01646273637374861,0.09205825776312174
1087,0.118516086671044,0.056904269972451786,0.03553008595988539,0.04113924050632911,0.06813489332415691,0.05586592178770949,0.08812324001987742,0.1064896755162242,0.09348093480934808,0.09707602339181287,0.03066666666666666,0.0170316301703163,0.14512441156691325,0.1318479995272147,0.21035663912955874,0.06906686260102865,0.07965796579657966,0.014982293652955597,0.05942350332594235,0.019694622704138083,0.09832948526415863
1112,0.08646616541353383,0.07192982456140351,0.060714285714285714,0.05988023952095808,0.03536977491961415,0.05252918287937743,0.047619047619047616,0.08161044613710555,0.06605080831408776,0.06514084507042253,0.09832134292565947,0.009950248756218905,0.0,0.0,0.2443324937027708,0.1065989847715736,0.09905163329820864,0.06085526315789474,0.08986175115207372,0.020689655172413796,0.12490974729241874
1120,0.07954545454545454,0.04497354497354497,0.045454545454545456,0.03582089552238806,0.025806451612903226,0.036821705426356585,0.0497335701598579,0.06514657980456026,0.0535796766743649,0.050966608084358524,0.0430622009569378,0.009950248756218905,,,0.2233375156838143,0.08651399491094147,0.08622502628811778,0.03289473684210526,0.04337899543378995,0.013769363166953529,0.11840228245363768
1140,0.05303030303030303,0.02992957746478873,0.024475524475524483,0.020958083832335328,0.009708737864077669,0.019342359767891684,0.03730017761989343,0.05223068552774755,0.03927911275415896,0.03157894736842105,0.04784688995215311,0.0049751243781094535,,,0.15875,0.053435114503816786,0.05894736842105262,0.03289473684210526,0.03881278538812785,0.005163511187607574,0.07560627674750357
1159,0.038022813688212934,0.019417475728155338,0.013986013986013986,0.02114803625377644,0.009771986970684038,0.015473887814313346,0.03202846975088968,0.04157549234135667,0.030640668523676882,0.03333333333333333,0.03597122302158273,0.0,,,0.13602015113350127,0.0639386189258312,0.05385427666314678,0.03618421052631579,0.029816513761467888,0.003448275862068965,0.08941344778254649
1173,0.02681992337164751,0.01910828025477707,0.018115942028985508,0.027607361963190184,0.0033444816053511705,0.0137524557956778,0.02205882352941177,0.03526734926052332,0.028598665395614876,0.01615798922800718,0.03448275862068965,0.005115089514066497,,,0.13002680965147453,0.06788511749347259,0.07314410480349345,0.020134228187919462,0.018648018648018648,0.008849557522123894,0.0636896046852123
1293,0.09689922480620156,0.08891013384321224,0.025830258302583026,0.031545741324921134,0.020477815699658702,0.01263157894736842,0.04826254826254826,0.11458333333333333,0.11481844946025516,0.10674157303370786,0.11855670103092784,0.013513513513513514,,,0.2822085889570552,0.07712765957446809,0.08087431693989071,0.1056338028169014,0.13202933985330073,0.011029411764705885,0.15597667638483964
1313,0.05303030303030303,0.05172413793103448,0.021428571428571432,0.042682926829268296,0.02950819672131148,0.02564102564102564,0.027777777777777776,0.06077348066298342,0.06063477025106585,0.04864864864864865,0.0681265206812652,0.005076142131979695,,,0.23865300146412885,0.07291666666666667,0.08085106382978724,0.03904923599320883,0.05607476635514018,0.005291005291005291,0.09175627240143368
1341,0.08614232209737828,0.06743566992014198,0.013937282229965157,0.036036036036036036,0.025477707006369428,0.029182879377431907,0.029038112522686024,0.08161044613710555,0.09563602599814297,0.060070671378091876,0.10071942446043164,0.014962593516209474,,,0.23132183908045975,0.11082474226804123,0.1049317943336831,0.06919275123558484,0.07110091743119266,0.010344827586206895,0.10604982206405694
1351,0.1091164095371669,0.05333690699544358,0.045586107091172216,0.05461233729485003,0.06459747817652764,0.051143386897404206,0.07062554050158547,0.08588724933787363,0.08372276706377937,0.061732918116871226,0.037889889051706094,0.014789175582127124,0.15499494258344734,0.1523489932885906,0.20897463689572945,0.08690987124463519,0.09111924484685033,0.032682512733446516,0.03974089635854342,0.018327402135231315,0.06434253626579317
1373,0.1389896734579961,0.06304463809354438,0.03259046249700456,0.047914317925591886,0.057770075101097634,0.04951560818083961,0.08497201090856897,0.11716586961993455,0.1159515230920406,0.0828326961587475,0.049405878674171365,0.011434837092731829,0.16304800428291,0.16538074471653808,0.20029736618521665,0.07648523657061544,0.0924466653853546,0.035623946037099494,0.057950776749869086,0.010623229461756374,0.09204296108095623
1375,0.10693236037047432,0.04614835311970008,0.030486329542705057,0.04667609618104668,0.053189439198304114,0.050508161379735135,0.07464403854451318,0.09065586224360596,0.09098695480300437,0.058694859642726936,0.042997286579002286,0.011910358877918822,0.1413433908045977,0.1403360396932792,0.1891661335039454,0.07470651013874066,0.08772604848018467,0.026182432432432432,0.04019573575672842,0.012039660056657223,0.0707585408222351
1416,0.15406320541760726,0.06639455782312925,0.029792429792429794,0.047808764940239036,0.06592765460910152,0.050768514205868656,0.07903879559930516,0.11752630228380805,0.12655202177810235,0.08632431437511504,0.06536915591284112,0.013921847808891,0.1691296218107244,0.17861005179577666,0.20054078413699866,0.08174288800864242,0.09149434256730396,0.04936681691350075,0.054888810448288035,0.01056022910327546,0.08756731444626553
1428,0.11312730365749928,0.03939139363390273,0.033504524333577895,0.04603729603729604,0.06259904912836768,0.05845181674565561,0.0978067575577949,0.09581611570247932,0.09474319431406733,0.06504672897196262,0.03200171821305842,0.01469163706813045,0.1379817413148704,0.13347984500607252,0.17210348706411702,0.07633308984660336,0.08680902015565756,0.01988636363636364,0.040374909877433314,0.011105042781722193,0.08088062161525783
1430,0.04756511891279728,0.015093636448336903,0.02370478983382209,0.03701544739143107,0.055665610142630745,0.04566282193079475,0.05562953099570942,0.05144694533762058,0.03501606855918586,0.029719626168224295,0.012881064834693002,0.00903954802259887,0.08641447167389843,0.08881332488041035,0.13393258426966292,0.055985267034990786,0.07051024507834472,0.010487218702206686,0.014965741074648396,0.006194206595008198,0.0427732079905993
1432,0.09260832625318606,0.03418405365126677,0.036901270772238516,0.047757716948165406,0.06341656757827982,0.05322173089071384,0.08134891288270966,0.08337609030271935,0.07585791691751957,0.059966373995890165,0.0313439244310863,0.012756337800742774,0.1235591876562786,0.12569092584062644,0.16614279299506066,0.07349177330895795,0.0802075019952115,0.01659026413446846,0.031334413830361965,0.009837857533248315,0.06591469862530842
